caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_7,Q4_8,Q4_9,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q8_20,Q8_21,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q20,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,vb_vf_g2018,vb_vf_p2018,vb_vf_p2018_party,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1001577443,0.951211375559887,1,9,9,1,6,2,1,3,2,3,3,1,3,3,6,2,3,3,6,5,1,4,2,4,19,2,998,4,3,998,9,8,998,998,2,998,10,998,7,998,5,998,998,1,998,6,3,4,5,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,3,3,2,3,2,2,2,3,2,3,2,3,3,3,3,1,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1966,1,1,3,1,6,3,1,1,1,41,2,1,10,6,2,4,7,09/03/2019 20:10:39,09/03/2019 20:20:03
1001577533,0.754690563149421,1,9,9,2,5,4,2,5,5,3,2,5,5,3,5,2,5,3,5,2,1,5,3,4,19,4,998,998,4,998,998,2,998,998,998,998,998,998,3,998,998,998,998,1,998,998,5,3,2,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,2,3,3,4,3,2,4,2,2,3,3,3,3,2,3,3,3,3,4,1,5,3,3,2,1,5,98,98,5,1,98,98,1,Y,Y,,1983,2,2,3,5,4,2,1,1,1,36,1,3,11,6,2,4,7,09/03/2019 20:11:37,09/03/2019 20:20:23
1001577649,0.832604317149437,1,9,9,1,5,1,1,5,6,1,5,6,5,5,5,1,5,1,6,5,5,5,5,4,3,4,998,3,1,6,998,998,7,998,998,998,9,998,998,8,2,998,998,5,10,4,1,4,5,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,3,4,3,3,4,3,4,4,3,3,4,4,2,1,3,3,1,1,1,1,5,3,1,1,7,1,98,10,7,98,98,1,B,,,1967,2,2,1,3,6,1,1,1,1,34,1,3,11,5,2,1,3,09/03/2019 20:13:07,09/03/2019 20:20:34
1001510603,1.11564910390826,1,9,9,1,2,2,2,5,2,5,5,5,2,5,5,2,5,2,5,2,1,3,3,4,19,3,9,4,3,998,2,8,998,998,998,5,998,998,7,998,10,998,6,1,998,998,4,2,3,5,1,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,1,3,2,3,4,3,3,3,3,2,3,2,3,4,2,8,2,2,3,3,3,5,1,1,8,8,98,98,98,98,98,98,98,2,,,,1946,1,1,6,1,5,7,3,4,1,18,3,1,1,1,1,1,1,09/03/2019 20:09:04,09/03/2019 20:22:49
1001578053,3.47929246579221,1,9,9,2,2,4,4,3,3,6,2,4,2,3,3,3,6,2,4,3,1,3,2,4,19,2,998,998,998,998,998,7,998,10,2,998,4,3,998,9,5,998,8,1,998,6,1,5,4,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,2,2,4,3,4,2,1,2,1,3,3,4,2,2,2,1,3,2,2,1,2,1,2,8,8,98,98,98,98,98,98,98,8,,,,1990,1,2,5,1,1,3,1,1,1,36,4,2,2,1,1,1,1,09/03/2019 20:17:54,09/03/2019 20:23:13
1001520363,0.997295995823511,1,9,9,1,4,2,1,4,4,4,4,3,2,4,4,2,4,1,4,2,4,3,4,4,3,3,10,7,1,998,998,6,998,9,998,4,998,998,5,998,2,998,8,3,998,998,4,5,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,3,4,1,2,4,3,1,2,4,1,1,1,3,3,1,3,1,2,1,2,1,1,1,5,5,5,5,98,98,98,1,Y,Y,,1949,1,3,5,1,5,6,1,2,1,36,5,1,2,4,2,2,6,09/03/2019 20:12:10,09/03/2019 20:23:27
1001520125,0.693433311016178,1,9,9,1,5,2,2,5,2,2,5,2,2,1,5,4,2,2,5,2,2,3,2,4,12,4,998,2,9,998,10,5,998,998,998,6,1,998,8,998,7,998,998,3,998,4,2,5,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,4,4,1,1,4,1,2,2,2,1,1,1,3,3,1,3,3,1,2,2,2,1,3,5,5,5,5,5,5,98,1,Y,Y,D,1947,1,1,6,1,5,12,3,3,1,39,2,1,2,3,2,2,5,09/03/2019 20:06:45,09/03/2019 20:23:54
1001557089,0.797632549790778,1,9,9,1,5,2,3,5,2,3,5,3,1,2,5,5,5,2,5,5,2,4,3,4,11,3,998,7,5,998,3,998,998,998,998,1,4,998,6,998,998,998,998,2,998,998,5,3,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,3,3,8,3,3,3,3,3,3,2,3,1,3,3,3,1,1,8,1,2,1,1,2,1,1,1,1,3,1,98,1,P,P,R,1950,2,1,6,1,5,97,1,1,1,42,3,2,1,3,2,2,1,09/03/2019 19:46:45,09/03/2019 20:24:16
1001510767,0.941827232770736,1,9,9,1,2,1,2,2,2,4,3,4,1,3,6,1,4,1,5,4,1,4,4,4,2,4,998,1,5,998,998,7,998,998,998,2,998,998,6,998,4,998,998,3,998,998,1,5,2,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,2,4,4,2,3,3,3,2,4,4,2,3,1,3,3,3,3,1,1,3,2,1,1,1,5,5,5,5,5,5,98,1,,,,1949,1,1,4,1,2,11,3,3,1,41,2,1,2,5,2,2,6,09/03/2019 20:15:53,09/03/2019 20:24:22
1001415029,0.786870354316314,1,9,9,1,3,1,3,3,1,4,3,4,2,3,6,2,3,3,3,2,1,4,2,4,2,4,998,1,998,998,3,5,998,998,998,4,9,998,8,10,7,998,998,2,998,6,1,3,4,5,2,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,3,4,3,3,3,4,3,4,2,4,3,3,3,3,3,2,4,3,3,3,3,3,1,1,2,1,1,1,2,2,2,2,2,2,98,1,E,E,,1952,2,1,6,1,5,9,1,1,1,12,2,1,2,6,2,4,6,09/03/2019 20:15:08,09/03/2019 20:24:35
1001572479,0.925445778172285,1,9,9,1,5,2,2,2,1,2,5,3,3,3,6,2,5,1,5,3,1,3,2,4,19,3,998,7,998,6,3,998,998,998,998,998,998,998,5,998,2,998,998,1,998,4,4,3,5,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,8,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,1,1,1,2,8,5,98,98,5,5,5,98,1,Y,,,1966,1,1,4,2,1,97,3,3,1,36,2,1,12,6,2,4,7,09/03/2019 20:14:09,09/03/2019 20:24:49
1001578011,1.3150417465466,1,9,9,1,6,2,6,6,6,6,6,6,6,6,6,6,6,1,6,8,6,6,6,4,16,2,998,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,998,2,998,998,1,998,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,3,3,2,3,3,2,2,2,2,2,3,2,3,3,3,3,4,2,5,5,3,2,3,1,98,1,1,1,98,1,1,P,,,1988,2,1,5,6,1,5,1,2,1,26,3,4,1,2,2,1,5,09/03/2019 20:17:21,09/03/2019 20:25:11
1001521861,1.48517230251367,1,9,9,1,2,3,2,5,1,3,5,5,2,5,5,2,2,1,5,5,1,4,2,4,19,3,998,8,6,998,3,5,998,998,998,9,998,998,4,7,2,998,998,1,998,10,4,3,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,2,2,2,4,2,2,2,3,2,1,2,3,3,3,3,2,2,1,1,1,1,3,2,1,98,1,2,98,98,1,P,,,1963,1,1,5,1,1,12,3,3,1,48,2,1,11,5,2,3,1,09/03/2019 20:10:27,09/03/2019 20:25:12
1001578085,1.46936855073632,1,9,9,1,2,2,3,3,2,1,3,1,2,1,3,2,1,2,2,3,2,2,1,1,15,1,10,998,998,998,998,998,5,6,3,998,9,4,998,1,998,998,8,2,998,7,5,3,4,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,4,4,3,4,3,4,4,3,4,3,4,4,3,3,3,1,1,1,2,2,2,2,1,1,2,8,8,98,98,98,98,98,98,98,8,,,,1974,2,2,5,5,1,3,1,1,2,36,5,1,1,1,1,1,1,09/03/2019 20:18:13,09/03/2019 20:25:21
1001565095,0.654109389342102,1,9,9,1,4,4,2,5,1,3,4,4,1,2,2,2,4,2,2,3,1,4,3,4,19,2,998,9,7,998,3,4,10,998,998,2,5,998,6,998,8,998,998,1,998,998,5,3,2,4,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,4,3,2,3,3,4,3,2,2,4,2,3,4,4,3,2,2,1,3,3,3,3,2,1,2,1,3,1,1,1,98,98,98,98,98,1,P,A,D,1953,2,1,4,1,5,6,1,1,1,42,1,1,11,6,2,4,6,09/03/2019 20:08:13,09/03/2019 20:25:44
1001521169,1.3543916624862,1,9,9,1,5,1,3,5,5,3,5,5,1,2,5,5,5,3,5,5,1,5,5,4,2,4,998,1,998,998,998,998,998,998,998,5,3,998,998,998,4,998,998,2,998,998,1,5,4,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,3,2,2,3,2,1,3,1,2,2,2,1,3,1,3,1,3,8,1,1,4,3,3,1,3,5,5,98,5,5,5,98,1,Y,Y,D,1948,1,1,2,5,5,3,1,2,1,17,3,98,2,4,2,3,6,09/03/2019 20:16:24,09/03/2019 20:25:52
1001570923,0.886322828783244,1,9,9,1,5,3,1,5,1,5,5,4,1,2,6,2,3,1,6,3,1,4,2,4,11,3,998,998,5,998,4,8,998,998,998,1,9,998,7,10,3,998,998,2,998,6,5,2,1,4,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,3,3,3,3,1,3,1,2,3,2,2,2,2,3,3,3,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1967,1,1,3,1,4,7,1,1,1,12,1,1,12,6,2,4,7,09/03/2019 19:55:34,09/03/2019 20:26:20
1001577693,0.786917246189559,1,9,9,2,6,2,2,6,5,5,6,6,3,5,6,5,2,2,6,6,5,6,5,3,2,4,998,1,998,998,998,998,998,998,998,998,998,998,998,2,3,998,998,998,998,998,1,3,998,2,998,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,3,1,1,1,2,5,2,8,8,98,98,98,98,98,98,98,8,,,,1960,2,2,3,3,6,1,1,1,1,28,6,2,1,2,1,1,4,09/03/2019 20:13:39,09/03/2019 20:26:59
1001568873,0.779845704419543,1,9,9,2,3,4,3,3,4,4,4,2,4,4,6,4,3,2,6,6,2,2,5,4,9,2,998,998,998,998,998,5,998,998,1,998,998,998,998,998,2,998,998,3,4,998,998,998,998,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,4,1,2,2,4,1,3,2,2,3,2,2,1,3,3,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,M,,,1994,2,1,5,5,1,12,4,3,1,34,1,1,9,6,2,4,7,09/03/2019 19:33:34,09/03/2019 20:27:18
1001548997,0.869009180047687,1,9,9,1,5,3,1,5,1,2,5,2,1,5,8,2,5,1,5,2,1,4,5,4,16,3,998,998,4,998,3,8,998,998,6,5,998,998,998,998,1,998,7,2,998,998,998,3,4,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,3,8,2,8,3,2,8,8,3,8,2,8,8,2,2,2,3,3,8,3,3,8,3,3,2,1,1,1,1,98,1,1,1,98,1,P,P,D,1957,2,1,5,1,4,13,1,1,1,34,2,1,9,6,2,4,7,09/03/2019 19:48:43,09/03/2019 20:27:50
1001578161,0.766667454107178,1,9,9,1,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,2,6,6,4,2,3,998,1,998,998,998,998,998,998,998,4,998,998,998,998,2,998,998,3,998,998,1,998,998,2,998,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,1,2,3,1,4,2,2,1,2,2,2,2,4,2,2,4,2,8,1,1,4,2,1,5,3,8,8,98,98,98,98,98,98,98,8,P,,,1963,2,1,2,3,2,5,1,1,1,42,2,2,1,3,1,2,2,09/03/2019 20:19:05,09/03/2019 20:27:56
1001578189,1.17925902587399,1,9,9,1,5,4,5,6,5,6,5,5,5,5,5,2,6,1,6,6,1,5,5,4,16,3,998,998,6,998,4,998,998,998,3,998,998,998,5,998,1,998,998,2,998,7,5,4,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,3,3,3,2,2,4,1,3,3,2,3,3,2,3,3,3,3,1,2,5,2,2,8,8,98,98,98,98,98,98,98,8,,,,1992,2,1,5,6,1,6,1,1,7,48,1,1,10,6,2,4,6,09/03/2019 20:19:18,09/03/2019 20:28:21
1001467537,0.616891602474338,1,9,9,1,3,4,2,3,2,5,4,5,2,3,5,5,3,1,5,4,1,3,2,4,19,3,998,998,7,998,9,3,8,998,4,5,998,998,10,998,2,998,998,1,998,6,5,4,3,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,3,4,1,4,4,2,4,2,2,1,2,2,2,1,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1991,1,1,5,1,1,9,3,3,3,13,1,1,10,6,2,4,6,09/03/2019 19:29:34,09/03/2019 20:29:08
1001565099,0.578238137435337,1,9,9,1,3,1,2,3,2,4,4,3,4,2,6,2,2,3,5,2,1,4,3,4,2,4,998,1,4,998,3,10,998,998,998,998,7,998,8,9,6,998,5,2,998,998,1,4,5,3,2,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,8,4,3,3,3,4,2,3,4,3,8,4,3,4,4,1,3,3,1,3,1,1,2,1,3,8,8,98,98,98,98,98,98,98,8,P,P,D,1939,2,1,5,1,5,4,1,1,1,42,2,1,12,6,2,4,6,09/03/2019 20:09:29,09/03/2019 20:29:44
1001556603,0.60440157595547,1,9,9,1,3,2,2,6,2,4,4,2,1,3,6,2,4,2,6,4,1,4,2,4,11,3,998,998,3,998,6,4,998,998,998,1,998,998,5,998,998,998,998,2,998,998,3,4,1,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,3,3,3,3,3,4,2,2,3,3,3,3,2,1,2,1,3,3,1,5,1,1,1,3,2,2,1,2,2,98,98,1,E,E,D,1948,1,1,6,1,5,8,1,1,1,48,1,1,9,6,2,4,7,09/03/2019 20:20:36,09/03/2019 20:29:56
1001577957,1.02698788635539,1,9,9,1,2,1,1,2,1,3,5,2,1,2,6,2,3,1,5,3,1,4,2,4,5,5,10,4,9,998,1,6,998,998,998,2,7,998,998,998,5,998,998,3,998,8,4,1,2,5,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,2,4,3,3,3,3,3,1,2,1,1,8,8,98,98,98,98,98,98,98,8,E,E,D,1960,1,1,3,1,9,9,1,1,1,35,3,1,12,5,2,3,1,09/03/2019 20:16:49,09/03/2019 20:29:58
1001577241,0.450692056575006,1,9,9,1,2,1,2,2,1,2,2,2,1,1,6,1,2,1,1,2,1,2,2,4,22,3,998,4,998,998,3,6,998,998,998,5,7,998,8,10,2,9,998,1,998,998,4,3,5,2,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,4,3,2,3,3,2,3,4,3,2,2,2,3,8,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,98,1,P,P,D,1935,1,3,6,4,5,97,1,1,1,42,2,1,2,5,2,3,6,09/03/2019 20:08:24,09/03/2019 20:30:11
1001474957,1.13480955951934,1,9,9,1,3,8,5,2,1,5,3,5,2,2,4,3,3,1,1,4,1,2,2,4,5,4,998,7,9,5,1,3,998,998,998,6,4,998,998,998,8,10,998,2,998,998,5,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,3,2,3,4,3,2,3,3,3,2,2,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,P,P,D,1935,1,1,5,1,5,5,1,1,1,42,2,1,10,5,2,3,7,09/03/2019 19:54:57,09/03/2019 20:30:19
1001195137,1.11820343981923,1,9,9,1,5,2,2,5,4,2,5,5,4,5,5,5,5,1,5,6,2,5,6,4,2,4,998,1,2,998,998,5,6,998,998,998,998,998,998,998,3,998,998,4,998,998,1,4,5,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,1,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,1,1,4,8,2,2,1,8,8,98,98,98,98,98,98,98,8,,,,1969,2,2,6,5,1,7,1,2,7,39,3,2,1,6,1,1,1,09/03/2019 20:23:39,09/03/2019 20:30:28
1001577749,1.45648988438504,1,9,9,1,2,1,3,6,1,4,6,2,3,2,6,3,6,2,6,3,4,4,3,4,5,2,3,2,998,998,1,998,998,998,998,998,4,998,998,998,998,998,998,998,998,998,2,1,4,3,5,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,4,4,2,3,3,1,2,3,2,2,2,1,3,1,3,3,3,1,2,2,3,1,3,1,1,98,1,1,1,98,1,P,P,D,1956,1,1,3,5,5,97,3,3,6,18,3,1,1,5,2,3,6,09/03/2019 20:14:26,09/03/2019 20:30:59
1000826253,0.925577875458364,1,9,9,1,5,2,2,4,2,4,3,4,2,3,5,2,4,4,4,3,1,4,4,4,19,3,998,3,7,998,5,6,998,998,998,2,8,998,4,998,998,998,998,1,998,998,3,4,2,998,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,4,4,2,3,4,3,3,4,2,2,3,2,3,3,3,3,1,1,2,2,2,2,3,5,5,5,5,2,2,98,1,Y,Y,D,1970,2,1,5,1,4,9,1,1,1,17,2,1,1,3,2,2,5,09/03/2019 20:18:58,09/03/2019 20:31:22
1001578773,0.957631439649635,1,9,9,1,6,2,2,6,2,5,6,5,1,5,6,1,2,1,6,3,1,6,2,4,22,4,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,4,5,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,3,3,2,4,2,3,3,3,2,3,2,3,3,3,3,3,1,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1992,1,1,6,5,8,5,1,1,1,4,2,1,1,4,2,2,3,09/03/2019 20:26:10,09/03/2019 20:31:23
1001528811,0.638297196224604,1,9,9,1,3,1,3,3,1,3,3,3,2,3,3,2,3,2,5,3,1,2,5,4,19,3,998,2,5,998,3,998,998,998,9,4,8,998,6,998,7,998,998,1,10,998,2,3,4,5,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,2,4,2,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,2,1,2,2,2,2,8,5,11,11,11,11,98,98,1,Y,Y,,1948,1,1,3,3,5,3,1,1,1,36,1,1,2,6,2,1,1,09/03/2019 20:12:53,09/03/2019 20:32:11
1001578443,1.38496422783625,1,9,9,1,4,4,4,4,3,4,4,2,4,3,5,4,5,2,4,4,2,2,1,3,21,3,998,998,998,998,6,998,998,998,2,998,998,998,998,998,3,998,998,4,5,1,4,3,5,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,3,1,2,2,2,2,1,2,3,1,2,2,3,2,2,1,3,3,3,3,3,1,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1995,1,1,3,5,8,97,3,3,1,6,3,1,12,5,2,4,2,09/03/2019 20:22:25,09/03/2019 20:32:55
1001578395,0.712422303101993,1,9,9,1,2,3,1,3,2,4,4,3,1,2,5,2,3,2,5,3,1,4,3,4,19,2,998,9,4,998,8,5,998,998,998,2,6,998,7,998,3,998,998,1,998,998,5,4,2,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,4,3,2,4,2,3,3,3,3,3,2,1,3,3,3,3,2,1,1,1,1,1,3,98,7,7,7,11,98,1,,,,1989,2,1,5,6,1,12,1,1,1,11,1,1,11,6,2,4,7,09/03/2019 20:21:56,09/03/2019 20:33:22
1001578585,0.694036394583638,1,9,9,1,6,1,6,6,6,6,6,6,6,6,6,1,6,1,6,6,2,6,6,4,16,3,998,2,998,998,8,5,998,7,998,998,998,10,3,998,1,6,998,4,998,9,2,4,5,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,3,3,3,3,2,1,2,2,2,8,8,98,98,98,98,98,98,98,8,Y,Y,,1996,2,3,4,5,8,7,1,1,1,20,1,2,11,6,2,4,7,09/03/2019 20:24:05,09/03/2019 20:33:23
1001578225,1.11314764929315,1,9,9,1,5,2,2,1,1,2,5,1,1,1,6,2,5,1,6,5,1,3,2,4,19,3,998,10,998,998,5,2,998,998,3,4,7,998,998,998,6,998,998,1,8,9,5,3,2,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,1,3,2,2,2,3,1,3,2,1,2,1,4,1,3,2,3,1,2,1,2,1,8,8,98,98,98,98,98,98,98,8,P,P,,1969,1,1,6,1,1,10,1,1,1,26,1,1,2,3,2,2,3,09/03/2019 20:19:37,09/03/2019 20:33:34
1001437853,0.54078799710936,1,9,9,1,5,2,1,5,2,4,3,3,1,2,6,2,5,4,6,2,1,4,2,4,11,4,998,8,3,998,4,6,998,998,998,1,5,998,998,998,998,998,998,2,998,7,4,3,1,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,4,3,2,3,2,3,3,3,2,3,2,1,3,2,3,1,1,2,2,1,1,1,5,11,11,11,11,11,98,1,,,,1951,2,1,5,1,2,5,1,1,1,41,1,1,12,6,2,4,6,09/03/2019 20:12:05,09/03/2019 20:34:11
1001528739,0.870869839495388,1,9,9,1,5,2,4,6,5,3,6,6,2,2,6,3,5,2,6,4,1,5,6,4,19,1,998,2,998,998,998,998,998,998,998,998,998,998,998,998,3,998,998,1,998,998,2,5,4,3,1,3,8,3,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,3,3,3,3,2,2,3,1,2,2,2,1,1,2,3,3,3,3,1,1,5,5,3,8,8,98,98,98,98,98,98,98,2,A,A,,1936,1,1,6,4,5,8,1,1,1,26,2,2,12,6,2,4,7,09/03/2019 20:20:01,09/03/2019 20:34:15
1001577831,1.48517230251367,1,9,9,1,3,1,2,3,2,4,3,3,2,3,3,3,3,3,4,3,1,3,5,4,2,4,998,1,5,998,9,4,998,998,998,3,8,998,6,7,10,998,998,2,998,998,1,4,3,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,2,3,3,3,3,3,3,2,3,1,3,3,3,3,1,1,2,5,3,8,8,98,98,98,98,98,98,98,8,,,,1955,1,1,5,1,1,97,1,2,1,37,2,1,1,4,1,1,3,09/03/2019 20:15:29,09/03/2019 20:34:50
1001511587,0.736457434148038,1,9,9,1,6,1,5,5,2,6,6,6,1,5,6,5,6,1,6,6,1,5,6,4,2,3,998,1,8,998,998,9,998,6,998,2,10,998,5,7,4,998,998,3,998,998,1,5,2,3,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,4,3,4,4,3,4,8,4,4,4,4,4,4,4,2,3,3,3,3,3,2,1,1,1,1,3,5,5,98,5,5,5,98,1,,,,1951,1,1,2,1,1,2,1,1,1,13,1,1,11,6,2,2,7,09/03/2019 20:21:36,09/03/2019 20:34:53
1001578145,0.403868511946571,1,9,9,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,4,998,2,998,998,8,998,6,1,998,998,998,998,4,998,7,9,998,10,5,3,3,4,5,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,4,3,4,4,3,4,3,4,3,4,3,3,3,3,4,2,1,1,1,2,2,3,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1984,2,3,6,1,1,12,1,1,2,8,1,2,1,1,1,1,1,09/03/2019 20:19:01,09/03/2019 20:35:39
1001512381,1.20655080773713,1,9,9,1,3,1,2,5,2,3,5,5,1,2,6,8,5,4,6,3,1,5,5,4,2,4,10,1,5,998,8,6,998,998,998,3,4,998,7,998,998,998,9,2,998,998,1,4,3,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,3,3,2,3,2,2,3,2,1,3,3,3,3,1,3,2,2,1,2,3,4,98,4,4,4,5,98,1,,,,1952,1,1,4,1,5,10,1,1,1,12,3,1,1,3,2,1,1,09/03/2019 20:23:29,09/03/2019 20:38:49
1001161333,1.0554940513341,1,9,9,1,1,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,8,2,998,998,998,998,998,998,998,1,998,998,998,998,2,998,998,998,998,998,998,998,1,998,998,998,998,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,3,1,3,1,3,3,1,3,3,1,3,3,3,1,1,1,2,1,1,1,1,2,1,4,2,8,8,98,98,98,98,98,98,98,8,A,,,1969,2,3,3,5,1,7,1,2,7,6,5,1,2,3,2,1,2,09/03/2019 20:22:33,09/03/2019 20:41:17
1001578587,1.3150417465466,1,9,9,1,3,4,4,3,3,4,4,2,4,4,6,3,4,2,6,4,2,3,1,4,21,3,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,997,997,997,997,997,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,3,3,1,2,1,2,1,1,2,3,2,2,1,2,2,2,1,3,3,2,1,3,2,1,1,3,8,8,98,98,98,98,98,98,98,8,,,,1979,2,1,5,3,5,9,1,2,7,51,3,3,11,6,2,4,7,09/03/2019 20:24:05,09/03/2019 20:41:25
1001564347,0.85545809455302,1,9,9,1,6,1,2,6,5,5,5,6,5,5,6,5,6,5,6,5,2,6,6,4,2,4,998,1,3,998,998,4,998,998,998,998,998,998,998,998,998,998,998,2,998,998,1,3,4,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,4,2,4,3,4,4,3,2,3,4,4,4,3,2,8,3,2,1,1,1,1,5,2,1,1,98,1,1,1,1,2,98,1,P,P,D,1947,2,2,2,1,5,5,1,1,7,24,3,2,8,4,1,2,2,09/03/2019 20:31:24,09/03/2019 20:42:26
